"record_id","species_id","date","sex","variable","measurement"
25852,"PP","1997-5-11","M","weight",22
25853,"DM","1997-5-11","F","hindfoot_length",37
25853,"DM","1997-5-11","F","weight",47
25854,"PB","1997-5-11","M","hindfoot_length",26
25854,"PB","1997-5-11","M","weight",20
25855,"PP","1997-5-11","M","hindfoot_length",21
25855,"PP","1997-5-11","M","weight",18
25856,"DM","1997-5-11","M","hindfoot_length",35
25856,"DM","1997-5-11","M","weight",48
25857,"PE","1997-5-11","M","hindfoot_length",18
25857,"PE","1997-5-11","M","weight",18
25858,"PF","1997-5-11","F","hindfoot_length",15
25858,"PF","1997-5-11","F","weight",9
25859,"PB","1997-5-11","F","hindfoot_length",27
25859,"PB","1997-5-11","F","weight",41
25860,"PP","1997-5-11","M","hindfoot_length",21
25860,"PP","1997-5-11","M","weight",21
25861,"DM","1997-5-11","M","hindfoot_length",37
25861,"DM","1997-5-11","M","weight",52
25862,"PP","1997-5-11","M","hindfoot_length",22
25862,"PP","1997-5-11","M","weight",22
25863,"DO","1997-5-11","M","hindfoot_length",35
25863,"DO","1997-5-11","M","weight",50
25864,"DO","1997-5-11","F","hindfoot_length",38
25864,"DO","1997-5-11","F","weight",67
25865,"DO","1997-5-11","M","hindfoot_length",36
25865,"DO","1997-5-11","M","weight",46
25866,"DO","1997-5-11","F","hindfoot_length",34
25866,"DO","1997-5-11","F","weight",26
25867,"PM","1997-5-11","F","hindfoot_length",21
25867,"PM","1997-5-11","F","weight",24
25868,"DM","1997-5-11","F","hindfoot_length",37
25868,"DM","1997-5-11","F","weight",44
25869,"PM","1997-5-11","M","hindfoot_length",22
25869,"PM","1997-5-11","M","weight",23
25870,"DO","1997-5-11","M","hindfoot_length",38
25870,"DO","1997-5-11","M","weight",51
25871,"PP","1997-5-11","F","hindfoot_length",22
25871,"PP","1997-5-11","F","weight",21
25872,"PB","1997-5-11","M","hindfoot_length",26
25872,"PB","1997-5-11","M","weight",22
25873,"PB","1997-5-11","M","hindfoot_length",27
25873,"PB","1997-5-11","M","weight",23
25874,"PP","1997-5-11","M","hindfoot_length",NA
25874,"PP","1997-5-11","M","weight",19
25875,"PP","1997-5-11","F","hindfoot_length",22
25875,"PP","1997-5-11","F","weight",21
25876,"PP","1997-5-11","F","hindfoot_length",21
25876,"PP","1997-5-11","F","weight",16
25877,"RM","1997-5-11","F","hindfoot_length",17
25877,"RM","1997-5-11","F","weight",18
25878,"DO","1997-5-11","M","hindfoot_length",36
25878,"DO","1997-5-11","M","weight",46
25879,"DM","1997-5-11","M","hindfoot_length",35
25879,"DM","1997-5-11","M","weight",40
25881,"DO","1997-5-11","M","hindfoot_length",37
25881,"DO","1997-5-11","M","weight",45
25882,"DM","1997-5-11","M","hindfoot_length",35
25882,"DM","1997-5-11","M","weight",52
25883,"PM","1997-5-11","F","hindfoot_length",19
25883,"PM","1997-5-11","F","weight",23
25884,"PP","1997-5-11","M","hindfoot_length",22
25884,"PP","1997-5-11","M","weight",12
25885,"DM","1997-5-11","F","hindfoot_length",36
25885,"DM","1997-5-11","F","weight",36
25886,"OT","1997-5-11","M","hindfoot_length",20
25886,"OT","1997-5-11","M","weight",31
25887,"PB","1997-5-11","F","hindfoot_length",28
25887,"PB","1997-5-11","F","weight",30
25888,"PP","1997-5-11","M","hindfoot_length",21
25888,"PP","1997-5-11","M","weight",16
25889,"DM","1997-5-11","M","hindfoot_length",37
25889,"DM","1997-5-11","M","weight",44
25890,"PP","1997-5-11","M","hindfoot_length",23
25890,"PP","1997-5-11","M","weight",23
25891,"PM","1997-5-11","M","hindfoot_length",21
25891,"PM","1997-5-11","M","weight",22
25893,"PB","1997-5-11","F","hindfoot_length",27
25893,"PB","1997-5-11","F","weight",47
25894,"DO","1997-5-11","F","hindfoot_length",33
25894,"DO","1997-5-11","F","weight",50
25895,"OT","1997-5-11","F","hindfoot_length",20
25895,"OT","1997-5-11","F","weight",31
25896,"DM","1997-5-11","F","hindfoot_length",35
25896,"DM","1997-5-11","F","weight",40
25897,"DO","1997-5-11","F","hindfoot_length",33
25897,"DO","1997-5-11","F","weight",46
25898,"DM","1997-5-11","F","hindfoot_length",36
25898,"DM","1997-5-11","F","weight",50
25899,"OT","1997-5-11","F","hindfoot_length",20
25899,"OT","1997-5-11","F","weight",11
25900,"PF","1997-5-11","M","hindfoot_length",15
25900,"PF","1997-5-11","M","weight",11
25901,"DM","1997-5-11","F","hindfoot_length",33
25901,"DM","1997-5-11","F","weight",44
25902,"PP","1997-5-11","M","hindfoot_length",22
25902,"PP","1997-5-11","M","weight",22
25903,"PP","1997-5-11","M","hindfoot_length",19
25903,"PP","1997-5-11","M","weight",21
25904,"DO","1997-5-11","F","hindfoot_length",36
25904,"DO","1997-5-11","F","weight",64
25906,"PF","1997-5-11","M","hindfoot_length",15
25906,"PF","1997-5-11","M","weight",8
25907,"DM","1997-5-11","F","hindfoot_length",36
25907,"DM","1997-5-11","F","weight",58
25908,"DM","1997-5-11","M","hindfoot_length",36
25908,"DM","1997-5-11","M","weight",56
25909,"DM","1997-5-11","M","hindfoot_length",36
25909,"DM","1997-5-11","M","weight",49
25910,"PP","1997-5-11","F","hindfoot_length",21
25910,"PP","1997-5-11","F","weight",18
25911,"DM","1997-5-11","M","hindfoot_length",37
25911,"DM","1997-5-11","M","weight",50
25912,"DO","1997-5-11","M","hindfoot_length",37
25912,"DO","1997-5-11","M","weight",49
25913,"PF","1997-5-11","M","hindfoot_length",16
25913,"PF","1997-5-11","M","weight",8
25914,"PB","1997-5-11","M","hindfoot_length",28
25914,"PB","1997-5-11","M","weight",35
25915,"PM","1997-5-11","M","hindfoot_length",21
25915,"PM","1997-5-11","M","weight",23
25916,"PP","1997-5-11","M","hindfoot_length",22
25916,"PP","1997-5-11","M","weight",23
25917,"DM","1997-5-11","M","hindfoot_length",36
25917,"DM","1997-5-11","M","weight",45
25918,"PF","1997-5-11","M","hindfoot_length",15
25918,"PF","1997-5-11","M","weight",8
25919,"DM","1997-5-11","M","hindfoot_length",37
25919,"DM","1997-5-11","M","weight",49
25920,"DM","1997-5-11","M","hindfoot_length",37
25920,"DM","1997-5-11","M","weight",46
25921,"PM","1997-5-11","F","hindfoot_length",22
25921,"PM","1997-5-11","F","weight",26
25922,"PP","1997-5-11","F","hindfoot_length",19
25922,"PP","1997-5-11","F","weight",20
25923,"DM","1997-5-11","F","hindfoot_length",36
25923,"DM","1997-5-11","F","weight",49
25924,"DO","1997-5-11","M","hindfoot_length",36
25924,"DO","1997-5-11","M","weight",54
25925,"DM","1997-5-11","F","hindfoot_length",36
25925,"DM","1997-5-11","F","weight",48
25926,"PP","1997-5-11","M","hindfoot_length",23
25926,"PP","1997-5-11","M","weight",NA
25927,"PP","1997-5-11","M","hindfoot_length",22
25927,"PP","1997-5-11","M","weight",20
25928,"PB","1997-5-11","M","hindfoot_length",26
25928,"PB","1997-5-11","M","weight",29
25929,"DM","1997-5-11","M","hindfoot_length",35
25929,"DM","1997-5-11","M","weight",44
25930,"PP","1997-5-11","M","hindfoot_length",22
25930,"PP","1997-5-11","M","weight",19
25931,"OT","1997-5-11","M","hindfoot_length",19
25931,"OT","1997-5-11","M","weight",28
25932,"OT","1997-5-11","F","hindfoot_length",21
25932,"OT","1997-5-11","F","weight",33
25933,"PB","1997-5-11","F","hindfoot_length",27
25933,"PB","1997-5-11","F","weight",27
25934,"PB","1997-5-11","M","hindfoot_length",NA
25934,"PB","1997-5-11","M","weight",19
25935,"OT","1997-5-11","F","hindfoot_length",20
25935,"OT","1997-5-11","F","weight",28
25936,"PP","1997-5-11","F","hindfoot_length",24
25936,"PP","1997-5-11","F","weight",32
25937,"OT","1997-5-11","F","hindfoot_length",20
25937,"OT","1997-5-11","F","weight",25
25938,"OT","1997-5-11","F","hindfoot_length",18
25938,"OT","1997-5-11","F","weight",29
25939,"DO","1997-5-11","M","hindfoot_length",34
25939,"DO","1997-5-11","M","weight",50
25940,"PB","1997-6-9","F","hindfoot_length",25
25940,"PB","1997-6-9","F","weight",21
25941,"OT","1997-6-9","F","hindfoot_length",20
25941,"OT","1997-6-9","F","weight",22
25942,"PB","1997-6-9","M","hindfoot_length",27
25942,"PB","1997-6-9","M","weight",28
25943,"OT","1997-6-9","F","hindfoot_length",21
25943,"OT","1997-6-9","F","weight",25
25944,"DM","1997-6-9","M","hindfoot_length",36
25944,"DM","1997-6-9","M","weight",46
25945,"DO","1997-6-9","M","hindfoot_length",35
25945,"DO","1997-6-9","M","weight",48
25946,"DM","1997-6-9","M","hindfoot_length",38
25946,"DM","1997-6-9","M","weight",52
25947,"DM","1997-6-9","F","hindfoot_length",37
25947,"DM","1997-6-9","F","weight",42
25948,"NL","1997-6-9","F","hindfoot_length",34
25948,"NL","1997-6-9","F","weight",147
25949,"PB","1997-6-9","F","hindfoot_length",26
25949,"PB","1997-6-9","F","weight",29
25950,"PF","1997-6-9","M","hindfoot_length",16
25950,"PF","1997-6-9","M","weight",9
25951,"PP","1997-6-9","F","hindfoot_length",20
25951,"PP","1997-6-9","F","weight",20
25952,"PB","1997-6-9","M","hindfoot_length",26
25952,"PB","1997-6-9","M","weight",31
25953,"PP","1997-6-9","F","hindfoot_length",22
25953,"PP","1997-6-9","F","weight",19
25954,"PP","1997-6-9","M","hindfoot_length",22
25954,"PP","1997-6-9","M","weight",13
25955,"PP","1997-6-9","M","hindfoot_length",22
25955,"PP","1997-6-9","M","weight",15
25956,"OL","1997-6-9","M","hindfoot_length",20
25956,"OL","1997-6-9","M","weight",16
25957,"PE","1997-6-9","F","hindfoot_length",20
25957,"PE","1997-6-9","F","weight",20
25959,"PF","1997-6-9","M","hindfoot_length",15
25959,"PF","1997-6-9","M","weight",7
25960,"PB","1997-6-9","M","hindfoot_length",27
25960,"PB","1997-6-9","M","weight",31
25961,"PB","1997-6-9","F","hindfoot_length",26
25961,"PB","1997-6-9","F","weight",38
25962,"PP","1997-6-9","F","hindfoot_length",21
25962,"PP","1997-6-9","F","weight",19
25963,"DO","1997-6-9","F","hindfoot_length",34
25963,"DO","1997-6-9","F","weight",48
25964,"PB","1997-6-9","F","hindfoot_length",26
25964,"PB","1997-6-9","F","weight",41
25965,"PB","1997-6-9","F","hindfoot_length",27
25965,"PB","1997-6-9","F","weight",28
25966,"OT","1997-6-9","F","hindfoot_length",20
25966,"OT","1997-6-9","F","weight",25
25967,"PB","1997-6-9","F","hindfoot_length",27
25967,"PB","1997-6-9","F","weight",31
25968,"PF","1997-6-9","F","hindfoot_length",16
25968,"PF","1997-6-9","F","weight",9
25969,"OT","1997-6-9","F","hindfoot_length",18
25969,"OT","1997-6-9","F","weight",11
25970,"PM","1997-6-9","M","hindfoot_length",19
25970,"PM","1997-6-9","M","weight",19
25971,"PM","1997-6-9","F","hindfoot_length",20
25971,"PM","1997-6-9","F","weight",23
25972,"DO","1997-6-9","M","hindfoot_length",37
25972,"DO","1997-6-9","M","weight",57
25973,"OT","1997-6-9","M","hindfoot_length",19
25973,"OT","1997-6-9","M","weight",18
25974,"PF","1997-6-9","F","hindfoot_length",16
25974,"PF","1997-6-9","F","weight",7
25975,"PM","1997-6-9","F","hindfoot_length",21
25975,"PM","1997-6-9","F","weight",22
25976,"DO","1997-6-9","M","hindfoot_length",36
25976,"DO","1997-6-9","M","weight",49
25977,"PP","1997-6-9","M","hindfoot_length",23
25977,"PP","1997-6-9","M","weight",22
25978,"PM","1997-6-9","M","hindfoot_length",21
25978,"PM","1997-6-9","M","weight",20
25979,"OT","1997-6-9","F","hindfoot_length",20
25979,"OT","1997-6-9","F","weight",29
25980,"DO","1997-6-9","F","hindfoot_length",34
25980,"DO","1997-6-9","F","weight",49
25981,"DO","1997-6-9","M","hindfoot_length",34
25981,"DO","1997-6-9","M","weight",45
25982,"DM","1997-6-9","M","hindfoot_length",36
25982,"DM","1997-6-9","M","weight",49
25983,"PB","1997-6-9","F","hindfoot_length",28
25983,"PB","1997-6-9","F","weight",36
25984,"DO","1997-6-9","M","hindfoot_length",36
25984,"DO","1997-6-9","M","weight",45
25985,"DO","1997-6-9","F","hindfoot_length",32
25985,"DO","1997-6-9","F","weight",49
25986,"PF","1997-6-9","M","hindfoot_length",17
25986,"PF","1997-6-9","M","weight",9
25987,"DM","1997-6-9","M","hindfoot_length",37
25987,"DM","1997-6-9","M","weight",42
25988,"DM","1997-6-9","M","hindfoot_length",38
25988,"DM","1997-6-9","M","weight",50
25989,"PM","1997-6-9","F","hindfoot_length",19
25989,"PM","1997-6-9","F","weight",17
25990,"OT","1997-6-9","M","hindfoot_length",19
25990,"OT","1997-6-9","M","weight",21
25991,"PP","1997-6-9","F","hindfoot_length",21
25991,"PP","1997-6-9","F","weight",19
25992,"PB","1997-6-9","M","hindfoot_length",26
25992,"PB","1997-6-9","M","weight",33
25993,"OT","1997-6-9","M","hindfoot_length",21
25993,"OT","1997-6-9","M","weight",28
25994,"PP","1997-6-9","M","hindfoot_length",22
25994,"PP","1997-6-9","M","weight",14
25995,"PP","1997-6-9","M","hindfoot_length",21
25995,"PP","1997-6-9","M","weight",15
25996,"PP","1997-6-9","F","hindfoot_length",22
25996,"PP","1997-6-9","F","weight",21
25997,"PM","1997-6-9","M","hindfoot_length",21
25997,"PM","1997-6-9","M","weight",19
25998,"PM","1997-6-9","F","hindfoot_length",21
25998,"PM","1997-6-9","F","weight",29
25999,"PM","1997-6-9","M","hindfoot_length",21
25999,"PM","1997-6-9","M","weight",19
26000,"PB","1997-6-9","M","hindfoot_length",27
26000,"PB","1997-6-9","M","weight",35
26001,"PP","1997-6-9","F","hindfoot_length",21
26001,"PP","1997-6-9","F","weight",9
26002,"PP","1997-6-9","M","hindfoot_length",22
26002,"PP","1997-6-9","M","weight",17
26003,"PB","1997-6-9","M","hindfoot_length",27
26003,"PB","1997-6-9","M","weight",33
26004,"OT","1997-6-9","M","hindfoot_length",20
26004,"OT","1997-6-9","M","weight",19
26005,"PB","1997-6-9","M","hindfoot_length",27
26005,"PB","1997-6-9","M","weight",28
26006,"OT","1997-6-9","M","hindfoot_length",20
26006,"OT","1997-6-9","M","weight",21
26007,"DO","1997-6-9","M","hindfoot_length",37
26007,"DO","1997-6-9","M","weight",48
26008,"OT","1997-6-9","M","hindfoot_length",20
26008,"OT","1997-6-9","M","weight",25
26009,"PB","1997-6-9","M","hindfoot_length",26
26009,"PB","1997-6-9","M","weight",28
26010,"PF","1997-6-9","M","hindfoot_length",15
26010,"PF","1997-6-9","M","weight",9
26011,"DM","1997-6-9","F","hindfoot_length",37
26011,"DM","1997-6-9","F","weight",43
26012,"PB","1997-6-9","F","hindfoot_length",24
26012,"PB","1997-6-9","F","weight",24
26013,"PB","1997-6-9","M","hindfoot_length",28
26013,"PB","1997-6-9","M","weight",29
26015,"OT","1997-6-9","F","hindfoot_length",21
26015,"OT","1997-6-9","F","weight",31
26016,"DM","1997-6-9","M","hindfoot_length",38
26016,"DM","1997-6-9","M","weight",48
26017,"DO","1997-6-9","F","hindfoot_length",37
26017,"DO","1997-6-9","F","weight",29
26018,"RM","1997-6-9","M","hindfoot_length",16
26018,"RM","1997-6-9","M","weight",10
26019,"DO","1997-6-9","M","hindfoot_length",36
26019,"DO","1997-6-9","M","weight",48
26020,"PB","1997-6-9","M","hindfoot_length",27
26020,"PB","1997-6-9","M","weight",42
26021,"PF","1997-6-9","F","hindfoot_length",14
26021,"PF","1997-6-9","F","weight",8
26022,"PE","1997-6-9","M","hindfoot_length",21
26022,"PE","1997-6-9","M","weight",24
26023,"DM","1997-6-9","M","hindfoot_length",34
26023,"DM","1997-6-9","M","weight",46
26024,"PB","1997-6-9","M","hindfoot_length",26
26024,"PB","1997-6-9","M","weight",34
26025,"PF","1997-6-9","M","hindfoot_length",16
26025,"PF","1997-6-9","M","weight",10
26026,"PB","1997-6-9","M","hindfoot_length",26
26026,"PB","1997-6-9","M","weight",37
26027,"PM","1997-6-9","F","hindfoot_length",20
26027,"PM","1997-6-9","F","weight",20
26028,"NL","1997-6-9","M","hindfoot_length",34
26028,"NL","1997-6-9","M","weight",193
26029,"DM","1997-6-9","M","hindfoot_length",36
26029,"DM","1997-6-9","M","weight",43
26030,"PB","1997-6-9","F","hindfoot_length",26
26030,"PB","1997-6-9","F","weight",28
26031,"NL","1997-6-9","M","hindfoot_length",32
26031,"NL","1997-6-9","M","weight",117
26032,"OT","1997-6-9","M","hindfoot_length",20
26032,"OT","1997-6-9","M","weight",27
26033,"DO","1997-6-9","F","hindfoot_length",35
26033,"DO","1997-6-9","F","weight",47
26034,"DO","1997-6-9","M","hindfoot_length",36
26034,"DO","1997-6-9","M","weight",47
26035,"PE","1997-6-9","M","hindfoot_length",21
26035,"PE","1997-6-9","M","weight",22
26036,"PM","1997-6-10","M","hindfoot_length",20
26036,"PM","1997-6-10","M","weight",17
26037,"DO","1997-6-10","M","hindfoot_length",35
26037,"DO","1997-6-10","M","weight",47
26038,"OT","1997-6-10","F","hindfoot_length",22
26038,"OT","1997-6-10","F","weight",21
26039,"DO","1997-6-10","M","hindfoot_length",32
26039,"DO","1997-6-10","M","weight",40
26040,"PP","1997-6-10","M","hindfoot_length",21
26040,"PP","1997-6-10","M","weight",10
26041,"PP","1997-6-10","F","hindfoot_length",20
26041,"PP","1997-6-10","F","weight",22
26042,"PB","1997-6-10","F","hindfoot_length",27
26042,"PB","1997-6-10","F","weight",24
26043,"OT","1997-6-10","F","hindfoot_length",22
26043,"OT","1997-6-10","F","weight",16
26044,"RM","1997-6-10","F","hindfoot_length",17
26044,"RM","1997-6-10","F","weight",14
26045,"DO","1997-6-10","M","hindfoot_length",39
26045,"DO","1997-6-10","M","weight",59
26046,"DM","1997-6-10","M","hindfoot_length",36
26046,"DM","1997-6-10","M","weight",42
26047,"OT","1997-6-10","M","hindfoot_length",22
26047,"OT","1997-6-10","M","weight",30
26048,"PM","1997-6-10","M","hindfoot_length",20
26048,"PM","1997-6-10","M","weight",20
26049,"NL","1997-6-10","M","hindfoot_length",33
26049,"NL","1997-6-10","M","weight",109
26050,"DO","1997-6-10","M","hindfoot_length",37
26050,"DO","1997-6-10","M","weight",52
26051,"PM","1997-6-10","F","hindfoot_length",22
26051,"PM","1997-6-10","F","weight",26
26052,"PP","1997-6-10","F","hindfoot_length",22
26052,"PP","1997-6-10","F","weight",22
26053,"OT","1997-6-10","F","hindfoot_length",20
26053,"OT","1997-6-10","F","weight",17
26054,"DM","1997-6-10","F","hindfoot_length",35
26054,"DM","1997-6-10","F","weight",36
26055,"OT","1997-6-10","M","hindfoot_length",20
26055,"OT","1997-6-10","M","weight",23
26057,"PP","1997-6-10","M","hindfoot_length",22
26057,"PP","1997-6-10","M","weight",14
26058,"PM","1997-6-10","F","hindfoot_length",20
26058,"PM","1997-6-10","F","weight",24
26059,"PP","1997-6-10","F","hindfoot_length",23
26059,"PP","1997-6-10","F","weight",19
26060,"DM","1997-6-10","M","hindfoot_length",35
26060,"DM","1997-6-10","M","weight",50
26061,"DM","1997-6-10","F","hindfoot_length",37
26061,"DM","1997-6-10","F","weight",44
26062,"DM","1997-6-10","F","hindfoot_length",36
26062,"DM","1997-6-10","F","weight",43
26063,"NL","1997-6-10","F","hindfoot_length",34
26063,"NL","1997-6-10","F","weight",92
26064,"PP","1997-6-10","M","hindfoot_length",22
26064,"PP","1997-6-10","M","weight",18
26065,"PP","1997-6-10","F","hindfoot_length",20
26065,"PP","1997-6-10","F","weight",13
26066,"PM","1997-6-10","F","hindfoot_length",21
26066,"PM","1997-6-10","F","weight",16
26067,"DM","1997-6-10","M","hindfoot_length",38
26067,"DM","1997-6-10","M","weight",45
26068,"OT","1997-6-10","M","hindfoot_length",21
26068,"OT","1997-6-10","M","weight",28
26069,"PP","1997-6-10","M","hindfoot_length",22
26069,"PP","1997-6-10","M","weight",20
26070,"PM","1997-6-10","F","hindfoot_length",21
26070,"PM","1997-6-10","F","weight",22
26071,"NL","1997-6-10","F","hindfoot_length",33
26071,"NL","1997-6-10","F","weight",186
26072,"DO","1997-6-10","M","hindfoot_length",35
26072,"DO","1997-6-10","M","weight",48
26073,"PP","1997-6-10","F","hindfoot_length",22
26073,"PP","1997-6-10","F","weight",14
26074,"PP","1997-6-10","F","hindfoot_length",22
26074,"PP","1997-6-10","F","weight",19
26075,"PF","1997-6-10","M","hindfoot_length",16
26075,"PF","1997-6-10","M","weight",10
26076,"DM","1997-6-10","F","hindfoot_length",36
26076,"DM","1997-6-10","F","weight",44
26077,"DM","1997-6-10","M","hindfoot_length",35
26077,"DM","1997-6-10","M","weight",42
26078,"PF","1997-6-10","F","hindfoot_length",15
26078,"PF","1997-6-10","F","weight",7
26079,"DM","1997-6-10","M","hindfoot_length",37
26079,"DM","1997-6-10","M","weight",47
26080,"PP","1997-6-10","F","hindfoot_length",22
26080,"PP","1997-6-10","F","weight",18
26081,"PM","1997-6-10","F","hindfoot_length",21
26081,"PM","1997-6-10","F","weight",18
26082,"DM","1997-6-10","M","hindfoot_length",36
26082,"DM","1997-6-10","M","weight",43
26083,"DM","1997-6-10","M","hindfoot_length",36
26083,"DM","1997-6-10","M","weight",49
26084,"OT","1997-6-10","M","hindfoot_length",20
26084,"OT","1997-6-10","M","weight",21
26085,"OT","1997-6-10","F","hindfoot_length",22
26085,"OT","1997-6-10","F","weight",31
26086,"OT","1997-6-10","F","hindfoot_length",21
26086,"OT","1997-6-10","F","weight",17
26087,"PP","1997-6-10","M","hindfoot_length",21
26087,"PP","1997-6-10","M","weight",15
26088,"DO","1997-6-10","M","hindfoot_length",38
26088,"DO","1997-6-10","M","weight",48
26089,"PP","1997-6-10","F","hindfoot_length",NA
26089,"PP","1997-6-10","F","weight",NA
26090,"DM","1997-6-10","M","hindfoot_length",36
26090,"DM","1997-6-10","M","weight",31
26091,"RM","1997-6-10","M","hindfoot_length",16
26091,"RM","1997-6-10","M","weight",12
26092,"DM","1997-6-10","F","hindfoot_length",36
26092,"DM","1997-6-10","F","weight",38
26093,"OT","1997-6-10","M","hindfoot_length",21
26093,"OT","1997-6-10","M","weight",28
26095,"OT","1997-6-10","M","hindfoot_length",19
26095,"OT","1997-6-10","M","weight",21
26096,"PB","1997-6-10","F","hindfoot_length",26
26096,"PB","1997-6-10","F","weight",30
26097,"PM","1997-6-10","F","hindfoot_length",21
26097,"PM","1997-6-10","F","weight",24
26098,"OT","1997-6-10","F","hindfoot_length",NA
26098,"OT","1997-6-10","F","weight",NA
26099,"DO","1997-6-10","M","hindfoot_length",33
26099,"DO","1997-6-10","M","weight",26
26100,"PP","1997-6-10","M","hindfoot_length",21
26100,"PP","1997-6-10","M","weight",12
26101,"OT","1997-6-10","M","hindfoot_length",20
26101,"OT","1997-6-10","M","weight",28
26102,"DM","1997-6-10","F","hindfoot_length",NA
26102,"DM","1997-6-10","F","weight",NA
26103,"DO","1997-6-10","M","hindfoot_length",35
26103,"DO","1997-6-10","M","weight",52
26104,"PM","1997-6-10","F","hindfoot_length",21
26104,"PM","1997-6-10","F","weight",20
26105,"PP","1997-6-10","F","hindfoot_length",21
26105,"PP","1997-6-10","F","weight",19
26107,"DM","1997-6-10","M","hindfoot_length",35
26107,"DM","1997-6-10","M","weight",44
26108,"DM","1997-6-10","M","hindfoot_length",36
26108,"DM","1997-6-10","M","weight",36
26109,"PP","1997-6-10","M","hindfoot_length",21
26109,"PP","1997-6-10","M","weight",10
26110,"PP","1997-6-10","M","hindfoot_length",22
26110,"PP","1997-6-10","M","weight",10
26111,"DM","1997-6-10","M","hindfoot_length",33
26111,"DM","1997-6-10","M","weight",44
26112,"PM","1997-6-10","F","hindfoot_length",20
26112,"PM","1997-6-10","F","weight",27
26113,"DM","1997-6-10","F","hindfoot_length",35
26113,"DM","1997-6-10","F","weight",43
26114,"PP","1997-6-10","M","hindfoot_length",23
26114,"PP","1997-6-10","M","weight",22
26115,"PF","1997-6-10","M","hindfoot_length",15
26115,"PF","1997-6-10","M","weight",8
26116,"OT","1997-6-10","F","hindfoot_length",21
26116,"OT","1997-6-10","F","weight",33
26117,"PP","1997-6-10","F","hindfoot_length",22
26117,"PP","1997-6-10","F","weight",22
26118,"OT","1997-6-10","F","hindfoot_length",19
26118,"OT","1997-6-10","F","weight",38
26119,"PP","1997-6-10","F","hindfoot_length",22
26119,"PP","1997-6-10","F","weight",11
26120,"DM","1997-6-10","M","hindfoot_length",38
26120,"DM","1997-6-10","M","weight",48
26121,"DM","1997-6-10","M","hindfoot_length",38
26121,"DM","1997-6-10","M","weight",49
26123,"PM","1997-6-10","M","hindfoot_length",21
26123,"PM","1997-6-10","M","weight",21
26124,"PM","1997-6-10","M","hindfoot_length",22
26124,"PM","1997-6-10","M","weight",29
26125,"DM","1997-6-10","F","hindfoot_length",34
26125,"DM","1997-6-10","F","weight",49
26126,"DM","1997-6-10","F","hindfoot_length",32
26126,"DM","1997-6-10","F","weight",27
26127,"DM","1997-6-10","M","hindfoot_length",36
26127,"DM","1997-6-10","M","weight",49
26129,"DM","1997-6-10","F","hindfoot_length",36
26129,"DM","1997-6-10","F","weight",44
26130,"PM","1997-6-10","M","hindfoot_length",22
26130,"PM","1997-6-10","M","weight",19
26131,"DO","1997-6-10","F","hindfoot_length",35
26131,"DO","1997-6-10","F","weight",42
26132,"DM","1997-6-10","F","hindfoot_length",35
26132,"DM","1997-6-10","F","weight",42
26133,"OT","1997-6-10","M","hindfoot_length",21
26133,"OT","1997-6-10","M","weight",31
26134,"PM","1997-6-10","M","hindfoot_length",21
26134,"PM","1997-6-10","M","weight",17
26135,"RM","1997-6-10","M","hindfoot_length",17
26135,"RM","1997-6-10","M","weight",12
26137,"DM","1997-6-10","F","hindfoot_length",36
26137,"DM","1997-6-10","F","weight",45
26138,"DO","1997-6-10","F","hindfoot_length",37
26138,"DO","1997-6-10","F","weight",44
26139,"PP","1997-6-11","M","hindfoot_length",23
26139,"PP","1997-6-11","M","weight",21
26140,"PF","1997-6-11","M","hindfoot_length",15
26140,"PF","1997-6-11","M","weight",9
26141,"PP","1997-6-11","M","hindfoot_length",21
26141,"PP","1997-6-11","M","weight",17
26142,"DM","1997-6-11","F","hindfoot_length",38
26142,"DM","1997-6-11","F","weight",44
26143,"PP","1997-6-11","F","hindfoot_length",23
26143,"PP","1997-6-11","F","weight",17
26144,"DM","1997-6-11","M","hindfoot_length",37
26144,"DM","1997-6-11","M","weight",34
26145,"PE","1997-6-11","M","hindfoot_length",21
26145,"PE","1997-6-11","M","weight",19
26146,"PM","1997-6-11","M","hindfoot_length",21
26146,"PM","1997-6-11","M","weight",18
26147,"PP","1997-6-11","M","hindfoot_length",23
26147,"PP","1997-6-11","M","weight",20
26148,"PP","1997-6-11","F","hindfoot_length",22
26148,"PP","1997-6-11","F","weight",18
26149,"PP","1997-6-11","M","hindfoot_length",22
26149,"PP","1997-6-11","M","weight",21
26150,"PM","1997-6-11","M","hindfoot_length",21
26150,"PM","1997-6-11","M","weight",15
26151,"PE","1997-6-11","M","hindfoot_length",19
26151,"PE","1997-6-11","M","weight",18
26152,"PM","1997-6-11","F","hindfoot_length",22
26152,"PM","1997-6-11","F","weight",25
26153,"PP","1997-6-11","F","hindfoot_length",22
26153,"PP","1997-6-11","F","weight",19
26154,"RM","1997-6-11","M","hindfoot_length",19
26154,"RM","1997-6-11","M","weight",13
26156,"OT","1997-6-11","M","hindfoot_length",20
26156,"OT","1997-6-11","M","weight",20
26157,"OT","1997-6-11","F","hindfoot_length",21
26157,"OT","1997-6-11","F","weight",34
26158,"PP","1997-6-11","M","hindfoot_length",22
26158,"PP","1997-6-11","M","weight",21
26159,"PP","1997-6-11","F","hindfoot_length",21
26159,"PP","1997-6-11","F","weight",20
26160,"RM","1997-6-11","M","hindfoot_length",17
26160,"RM","1997-6-11","M","weight",10
26161,"PF","1997-6-11","F","hindfoot_length",16
